1,933.2543007969914,1.75,0
1,9772.372209558112,2.3333333333333335,0
1,1148.1536214968828,1.5,0
1,0.0,2.1666666666666665,0
1,2290.8676527677726,3.0,0
1,257.03957827688646,1.0,0
1,158.48931924611142,1.6,0
1,3162.27766016838,1.0,0
1,26915.348039269153,2.5,0
1,3981.0717055349733,3.5,0
2,199.52623149688787,1.5714285714285714,0
1,0.0,2.3333333333333335,0
2,1.4454397707459279,1.625,0
1,13489.628825916532,1.0,0
1,2818.382931264455,1.75,0
1,5370.317963702527,2.5,0
1,3162.27766016838,1.0,0
1,13489.628825916532,1.0,0
1,2570.3957827688646,1.5,0
1,33.11311214825908,1.6,0
2,120.2264434617413,2.75,0
1,61.65950018614822,2.0,0
1,5248.074602497728,1.0,0
2,371.5352290971724,2.1666666666666665,0
1,3162.27766016838,1.0,0
1,2344.2288153199224,1.0,0
1,2344.2288153199224,1.0,0
1,1479.108388168207,1.0,0
1,2630.2679918953813,3.0,0
1,3981.0717055349733,3.5,0
1,10.964781961431852,1.6,0
1,3311.311214825911,1.0,0
1,933.2543007969914,1.8,0
1,57.54399373371567,1.0,0
1,5370.317963702527,2.5,0
1,3162.27766016838,1.0,0
1,3388.4415613920237,1.0,0
1,9772.372209558112,2.3333333333333335,0
1,912.0108393559096,1.25,0
1,23442.288153199224,1.0,0
2,6.456542290346549,1.1428571428571428,0
1,10.71519305237607,2.0,0
1,812.8305161640993,1.3333333333333333,0
1,23442.288153199224,1.0,0
1,1380.3842646028852,1.5,0
1,3162.27766016838,1.0,0
1,338.8441561392024,2.1666666666666665,0
1,13489.628825916532,1.0,0
1,5370.317963702527,2.5,0
1,23442.288153199224,1.0,0
1,1380.3842646028852,1.5,0
1,3162.27766016838,1.0,0
1,933.2543007969914,1.0,0
1,13489.628825916532,1.0,0
1,2630.2679918953813,3.0,0
1,21.87761623949552,1.5,0
1,1318.2567385564075,1.0,0
1,1258.9254117941675,2.6666666666666665,0
1,1318.2567385564075,1.0,0
1,11220.184543019635,1.75,0
1,11748.975549395296,1.0,0
1,56234.1325190349,2.0,0
2,295.1209226666387,1.8571428571428572,0
1,7079.457843841381,2.5,0
4,14.45439770745928,1.5555555555555556,0
2,1.778279410038923,1.125,0
1,1479.108388168207,1.0,0
2,1023.2929922807535,2.5,0
4,1.479108388168207,1.2,0
1,27542.287033381657,1.0,0
1,1318.2567385564075,1.0,0
1,3311.311214825911,1.0,0
1,870.9635899560803,1.6,0
2,56.2341325190349,1.4,0
1,38.018939632056124,1.0,0
1,2630.2679918953813,3.0,0
2,52.48074602497723,2.1666666666666665,0
2,562.3413251903492,1.3333333333333333,0
1,851.1380382023768,4.0,0
1,21.87761623949552,1.5,0
1,9772.372209558112,2.3333333333333335,0
1,1148.1536214968828,1.5,0
1,27542.287033381657,1.0,0
1,1258.9254117941675,2.6666666666666665,0
2,1096.4781961431852,1.7142857142857142,0
3,588.8436553555889,2.2,0
1,1949.844599758046,1.5,0
1,13489.628825916532,1.0,0
1,1148.1536214968828,1.5,0
1,27542.287033381657,1.0,0
1,56234.1325190349,2.0,0
2,6.456542290346549,1.1428571428571428,0
3,66.06934480075965,2.0,0
1,25.118864315095824,1.25,0
1,11220.184543019635,1.75,0
1,11748.975549395296,1.0,0
1,3388.4415613920237,1.0,0
1,61.65950018614822,1.8,0
3,588.8436553555889,2.2,0
1,1949.844599758046,1.5,0
1,13489.628825916532,1.0,0
1,1148.1536214968828,1.5,0
1,27542.287033381657,1.0,0
1,56234.1325190349,2.0,0
2,6.456542290346549,1.1428571428571428,0
1,13489.628825916532,1.0,0
1,616.5950018614823,2.0,0
1,776.2471166286921,2.0,0
1,56234.1325190349,2.0,0
3,0.0,1.7,0
1,2.0417379446695274,1.5,0
2,2.2387211385683377,2.1666666666666665,0
1,2630.2679918953813,2.5,0
1,2630.2679918953813,2.5,0
1,1380.3842646028852,1.6,0
1,9772.372209558112,1.0,0
1,7244.359600749899,2.0,0
1,3981.0717055349733,3.5,0
1,15.488166189124827,1.25,0
2,67.60829753919819,2.25,0
1,25703.95782768863,1.3333333333333333,0
1,1258.9254117941675,1.75,0
1,2290.8676527677726,1.6,0
1,7244.359600749899,2.0,0
1,263.02679918953817,3.5,0
1,3981.0717055349733,3.5,0
2,0.0,1.5714285714285714,0
